,Land_class,x,y,ID,pres,sex,age,status,country,year,season,region
14198,Arable (non-irrigated),2809920.774,1778885.575,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14199,Woodland,3355173.321,2065665.616,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14200,Urban,3314384.694,2219796.317,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14201,Orchards and vineyards,3328153.356,2208156.31,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14202,"Natural grasslands, heath and scrub",3399727.55,2051452.161,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14203,Woodland,3401209.064,2048805.971,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14204,Arable (non-irrigated),3447232.089,2084336.703,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14205,Woodland,3275739.304,2300797.56,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14206,Woodland,3459715.084,2115733.436,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14207,Woodland,3313901.746,2212475.146,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14208,Arable (irrigated),3459957.42,2162074.451,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14209,Woodland,3353462.193,1922072.805,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14210,Arable (non-irrigated),3445183.274,2086122.422,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14211,Woodland,3462371.337,2115010.381,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14212,Woodland,3925641.509,2910313.285,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14213,Woodland,3925946.328,2915953.941,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14214,"Natural grasslands, heath and scrub",3403003.106,2051310.617,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14215,"Natural grasslands, heath and scrub",3396727.696,2052322.447,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14216,Permanent grasslands,3269565.634,2298176.961,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14217,Arable (non-irrigated),3926309.986,2921537.479,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14218,Arable (non-irrigated),3457259.078,2110133.154,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14219,Arable (non-irrigated),3924282.187,2912189.226,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14220,Arable (non-irrigated),3701241.682,2337840.906,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14221,Arable (non-irrigated),3449779.516,2171999.015,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14222,Agriculture/natural vegetation,3402699.189,2032899.587,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14223,Arable (non-irrigated),3052073.769,2183579.113,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14224,Arable (non-irrigated),3396604.121,2050704.329,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14225,"Natural grasslands, heath and scrub",3459509.911,2121493.963,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14226,Arable (non-irrigated),3926005.891,2920157.243,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14227,Arable (irrigated),3058908.325,2184875.934,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14228,Arable (non-irrigated),3081018.69,2149377.085,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14229,"Natural grasslands, heath and scrub",3396740.65,2034507.229,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14230,Woodland,3272589.731,2296659.625,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14231,Arable (non-irrigated),3928836.462,2922912.993,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14232,Arable (non-irrigated),3460399.748,2109090.777,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14233,Urban,3922518.192,2898005.347,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14234,Arable (non-irrigated),3146472.758,2114019.428,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14235,Arable (non-irrigated),3897392.812,2847113.255,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14236,Arable (irrigated),3368381.58,2078723.19,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14237,Arable (non-irrigated),3896443.468,2847294.88,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14238,Complex cultivation patterns,3324764.687,2204420.304,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14239,Arable (non-irrigated),3453664.969,2172793.144,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14240,"Natural grasslands, heath and scrub",3415528.854,2169924.858,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14241,Arable (non-irrigated),3463660.536,2164596.948,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14242,Woodland,3913007.717,2905896.707,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14243,Arable (non-irrigated),3918829.953,2897468.372,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14244,Arable (non-irrigated),3917473.764,2898344.229,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14245,Arable (non-irrigated),3263686.348,2273782.846,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14246,"Natural grasslands, heath and scrub",3295752.274,2181200.667,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14247,Permanent grasslands,3270665.569,2294534.046,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14248,Arable (non-irrigated),3925083.835,2903465.305,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14249,Arable (non-irrigated),3445302.349,2077186.842,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14250,Woodland,3268157.16,2289312.021,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14251,"Natural grasslands, heath and scrub",3319065.56,2205850.586,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14252,"Natural grasslands, heath and scrub",3916585.288,2898730.389,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14253,"Natural grasslands, heath and scrub",3294877.9,2183638.673,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14254,"Natural grasslands, heath and scrub",3325821.548,2208557.807,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14255,Arable (non-irrigated),3912669.971,2891096.776,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14256,Arable (non-irrigated),3910513.344,2890121.576,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14257,Arable (non-irrigated),3128433.019,2012168.32,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14258,Orchards and vineyards,3313016.481,2222706.638,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14259,Arable (non-irrigated),3929451.692,2919000.865,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14260,Woodland,3274694.081,2298363.163,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14261,Agriculture/natural vegetation,3448653.753,2075866.018,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14262,Arable (non-irrigated),3921486.555,2902330.242,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14263,Complex cultivation patterns,3400136.892,2069860.436,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14264,Arable (non-irrigated),3936521.591,2917674.978,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14265,Orchards and vineyards,3321712.864,2219598.961,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14266,Arable (non-irrigated),3466548.819,2107392.685,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14267,Arable (non-irrigated),3401550.8,2057449.112,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14268,Orchards and vineyards,3323538.939,2224047.966,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14269,Arable (non-irrigated),3885685.71,2853104.293,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14270,"Natural grasslands, heath and scrub",3913391.081,2904468.139,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14271,Arable (irrigated),3056161.261,2184499.238,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14272,Woodland,3267810.489,2281694.44,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14273,Arable (non-irrigated),3359103.477,2072633.615,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14274,Orchards and vineyards,3311529.714,2221232.357,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14275,Complex cultivation patterns,3329508.47,2209906.876,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14276,Arable (irrigated),3056521.523,2185747.377,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14277,Arable (non-irrigated),3897233.056,2846368.36,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14278,Arable (non-irrigated),3410775.181,2172184.927,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14279,Woodland,3931080.625,2906167.993,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14280,"Natural grasslands, heath and scrub",3316929.352,2226835.12,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14281,"Natural grasslands, heath and scrub",2814608.483,1776027.818,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14282,"Rocks, bare ground & permanent snow",3468262.271,2108427.167,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14283,Arable (non-irrigated),3267755.627,2277834.567,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14284,"Natural grasslands, heath and scrub",3261912.481,2278160.225,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14285,"Natural grasslands, heath and scrub",2814781.194,1775644.555,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14286,"Natural grasslands, heath and scrub",3400993.479,2031723.66,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14287,Arable (non-irrigated),3447164.803,2175457.601,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14288,Arable (non-irrigated),3934684.073,2921107.163,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14289,Arable (non-irrigated),3112698.119,2306896.839,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14290,Arable (non-irrigated),3076138.465,2149743.937,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14291,"Natural grasslands, heath and scrub",3265317.165,2274276.072,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14292,Arable (non-irrigated),3293810.609,2175906.661,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14293,Arable (non-irrigated),3092338.409,2213845.249,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14294,Woodland,3269607.065,2283078.735,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14295,Arable (non-irrigated),3911939.061,2891059.774,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14296,Woodland,2806112.86,1778662.471,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14297,Arable (irrigated),3317840.622,2229004.431,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14298,"Natural grasslands, heath and scrub",3403883.922,2060677.841,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14299,Arable (non-irrigated),3410824.695,2172507.928,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14300,Arable (non-irrigated),3920897.898,2910675.562,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14301,"Natural grasslands, heath and scrub",3281407.072,2300343.651,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14302,Woodland,3362029.486,2075945.061,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14303,Arable (non-irrigated),3937821.573,2917124.882,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14304,Arable (irrigated),3063348.931,2182237.117,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14305,Arable (non-irrigated),3455328.07,2169029.223,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14306,Arable (non-irrigated),3172107.071,2251579.753,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14307,Arable (non-irrigated),3449992.995,2095066.359,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14308,Arable (non-irrigated),3456866.756,2116698.415,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14309,Arable (non-irrigated),3459909.831,2170416.905,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14310,Woodland,3354198.234,2065445.527,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14311,Woodland,3264212.357,2275552.519,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14312,"Natural grasslands, heath and scrub",3300236.292,2178149.015,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14313,Arable (irrigated),3053783.446,2181711.025,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14314,Arable (non-irrigated),3907438.375,2880559.919,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14315,Orchards and vineyards,3352213.953,1911562.551,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14316,Arable (non-irrigated),3897003.5,2848563.676,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14317,Orchards and vineyards,3322682.048,2218653.191,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14318,Arable (non-irrigated),3931549.816,2924028.841,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14319,Arable (non-irrigated),3314938.193,2228130.769,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14320,"Natural grasslands, heath and scrub",3399944.797,2031615.26,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14321,Woodland,3263990.407,2285976.824,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14322,Arable (non-irrigated),3259513.473,2273928.475,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14323,Arable (irrigated),3061345.938,2183208.792,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14324,Arable (irrigated),3460123.06,2165960.107,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14325,Urban,3313606.792,2229069.069,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14326,Agriculture/natural vegetation,3459029.338,2113969.928,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14327,Complex cultivation patterns,3412500.876,2174355.569,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14328,Arable (non-irrigated),3448703.172,2091166.293,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14329,Arable (non-irrigated),3165960.283,2244218.061,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14330,Arable (non-irrigated),3939410.064,2907123.701,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14331,Arable (irrigated),3464454.084,2172771.932,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14332,Arable (non-irrigated),3898170.46,2845956.457,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14333,Woodland,3356103.164,1913022.664,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14334,Arable (non-irrigated),3461090.436,2107884.125,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14335,"Natural grasslands, heath and scrub",3914518.706,2902962.215,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14336,"Natural grasslands, heath and scrub",3266118.798,2285864.398,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14337,Arable (irrigated),3449211.347,2081990.585,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14338,Arable (non-irrigated),3368637.501,2079598.837,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14339,Arable (non-irrigated),3406608.109,2054194.619,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14340,Arable (non-irrigated),3885317.256,2854889.948,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14341,Arable (non-irrigated),3146065.854,2113709.167,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14342,Arable (non-irrigated),3458725.623,2173438.137,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14343,Arable (non-irrigated),3296966.712,2177209.539,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14344,Woodland,3112886.747,2307590.832,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14345,Arable (non-irrigated),3051474.096,2178269.096,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14346,Arable (non-irrigated),3910561.104,2882293.325,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14347,Agriculture/natural vegetation,3319298.082,2207831.03,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14348,Arable (non-irrigated),3455892.89,2114705.429,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14349,"Natural grasslands, heath and scrub",3396975.999,2062782.976,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14350,Woodland,3350662.757,1913663.861,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14351,Arable (non-irrigated),3062374.351,2181346.638,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14352,Woodland,3110675.683,2304810.65,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14353,Woodland,3310961.486,2211806.769,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14354,Agriculture/natural vegetation,3366303.908,2080554.605,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14355,Arable (irrigated),3059963.302,2178403.206,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14356,"Natural grasslands, heath and scrub",3401746.733,2049088.179,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14357,Arable (non-irrigated),3915251.164,2891422.502,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14358,Orchards and vineyards,3327944.513,2215031.615,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14359,Arable (non-irrigated),3444129.27,2077164.311,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14360,Arable (non-irrigated),3442911.626,2089584.912,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14361,Arable (non-irrigated),3448789.3,2173227.434,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14362,"Natural grasslands, heath and scrub",3472398.072,2122897.41,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14363,Woodland,3264603.801,2284666.882,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14364,"Natural grasslands, heath and scrub",3911802.184,2903607.86,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14365,Arable (non-irrigated),3151460.861,2001627.513,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14366,"Natural grasslands, heath and scrub",3405633.012,2040560.57,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14367,Woodland,3459440.42,2116835.24,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14368,Arable (non-irrigated),3032870.037,2194274.67,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14369,Arable (non-irrigated),3472305.821,2117167.899,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14370,"Natural grasslands, heath and scrub",3297505.836,2182382.061,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14371,Permanent grasslands,3938271.845,2913943.566,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14372,Woodland,3357290.695,1915335.612,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14373,Complex cultivation patterns,3328021.47,2212207.158,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14374,Arable (non-irrigated),3062931.208,2182855.849,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14375,Arable (non-irrigated),3913416.968,2854045.439,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14376,Woodland,3401764.258,2042637.529,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14377,Woodland,3359362.979,1923734.508,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14378,Woodland,3912496.831,2907783.615,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14379,Arable (irrigated),3057664.373,2182151.06,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14380,Arable (non-irrigated),3934122.391,2902970.368,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14381,"Natural grasslands, heath and scrub",3299006.118,2176650.774,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14382,Agriculture/natural vegetation,3465336.002,2119577.576,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14383,Arable (non-irrigated),3169447.748,2250035.076,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14384,Arable (non-irrigated),3366387.707,2075855.667,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14385,Arable (irrigated),3459714.557,2167256.556,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14386,"Natural grasslands, heath and scrub",2809733.765,1775307.806,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14387,Arable (non-irrigated),3449218.45,2093192.277,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14388,"Natural grasslands, heath and scrub",3398041.393,2029128.271,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14389,Arable (non-irrigated),3917169.269,2913523.021,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14390,Arable (non-irrigated),3361335.955,2079222.068,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14391,"Natural grasslands, heath and scrub",3914046.262,2904459.871,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14392,Arable (non-irrigated),3912217.342,2894908.132,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14393,Arable (non-irrigated),3929310.052,2904316.499,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14394,Woodland,3317719.154,2208768.619,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14395,Arable (non-irrigated),3144616.961,2116055.73,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14396,Arable (non-irrigated),3471561.532,2116554.868,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14397,"Natural grasslands, heath and scrub",3321135.891,2220667.849,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14398,Orchards and vineyards,3347718.812,1913369.026,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14399,Arable (non-irrigated),3465456.173,2123445.64,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14400,Orchards and vineyards,3415729.796,2172483.498,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14401,"Natural grasslands, heath and scrub",3054769.954,2179320.467,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14402,Arable (non-irrigated),3396880.591,2044264.839,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14403,Agriculture/natural vegetation,3928125.704,2926382.444,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14404,Arable (non-irrigated),3904581.118,2873334.11,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14405,"Natural grasslands, heath and scrub",3289070.759,2186496.162,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14406,Woodland,3275843.518,2297698.482,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14407,"Natural grasslands, heath and scrub",3304190.757,2176978.261,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14408,"Natural grasslands, heath and scrub",3417029.196,2169488.506,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14409,Arable (non-irrigated),3937362.982,2911458.406,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14410,Arable (non-irrigated),3914411.544,2853778.286,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14411,Woodland,3279054.389,2297210.471,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14412,"Natural grasslands, heath and scrub",3272723.401,2286102.921,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14413,Arable (non-irrigated),3067271.71,2275227.044,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14414,Arable (irrigated),3457964.49,2166296.009,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14415,Woodland,3361918.217,1915011.022,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14416,"Natural grasslands, heath and scrub",3170811.811,2249908.675,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14417,Woodland,3360614.839,2076035.156,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14418,Arable (non-irrigated),3923011.868,2912717.485,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14419,Arable (non-irrigated),3932219.84,2924435.072,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14420,Orchards and vineyards,3124035.638,2009903.821,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14421,Arable (non-irrigated),3460936.176,2107826.486,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14422,Arable (non-irrigated),3930030.764,2902830.579,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14423,Agriculture/natural vegetation,3448489.587,2083772.434,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14424,Woodland,3265391.13,2280698.943,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14425,Woodland,3458451.005,2116008.932,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14426,Arable (non-irrigated),3397314.255,2043871.313,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14427,Woodland,3897944.721,2847910.059,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14428,"Natural grasslands, heath and scrub",3400094.878,2034445.181,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14429,Permanent grasslands,3113214.695,2303835.545,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14430,Woodland,3273201.535,2296302.417,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14431,Orchards and vineyards,3322653.257,2203240.947,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14432,Arable (non-irrigated),3910161.207,2891383.188,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14433,Arable (non-irrigated),3453658.862,2112709.871,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14434,Woodland,3267071.771,2281465.912,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14435,Orchards and vineyards,3354680.111,1922796.35,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14436,"Natural grasslands, heath and scrub",3399826.169,2056070.833,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14437,"Natural grasslands, heath and scrub",3357255.499,1918348.909,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14438,"Natural grasslands, heath and scrub",3167979.062,2246895.617,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14439,Orchards and vineyards,3315428.311,2217101.201,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14440,Arable (non-irrigated),3922812.067,2918143.914,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14441,Arable (non-irrigated),3033166.92,2194873.292,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14442,Woodland,2815272.144,1767716.382,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14443,Arable (non-irrigated),3928177.873,2903391.484,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14444,Arable (non-irrigated),3923778.422,2910554.396,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14445,Woodland,3398120.332,2035803.497,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14446,Arable (irrigated),3051377.086,2180340.99,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14447,Complex cultivation patterns,3128881.839,2012261.33,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14448,Arable (non-irrigated),3363956.979,2079714.537,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14449,Arable (non-irrigated),3450683.591,2092865.04,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14450,Arable (non-irrigated),3032041.412,2195468.582,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14451,Woodland,3914141.54,2887446.307,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14452,Arable (non-irrigated),3911206.478,2890166.065,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14453,Orchards and vineyards,3313510.89,2225795.731,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14454,Woodland,3358946.046,1923681.465,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14455,"Natural grasslands, heath and scrub",3402847.427,2046226.96,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14456,Arable (non-irrigated),3912626.315,2891029.041,X95C36811b,0,male,adult,migrant,france,3,winter,fs
14457,Woodland,3459165.714,2118092.073,C0774F13,0,male,adult,migrant,france,3,winter,fs
