,Land_class,x,y,ID,pres,sex,age,status,country,year,season,region
262,"Natural grasslands, heath and scrub",3398294.344,2027854.123,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
263,Arable (non-irrigated),3900313.17,2822679.324,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
264,"Natural grasslands, heath and scrub",3378347.564,2013334.2,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
265,Arable (non-irrigated),3247656.35,2257899.3,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
266,Arable (non-irrigated),3260333.696,2258553.03,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
267,Arable (non-irrigated),3251135.039,2259534.512,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
268,Woodland,3369888.426,1985256.094,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
269,Arable (irrigated),3390149.951,2168979.295,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
270,Arable (non-irrigated),3380880.313,2176919.784,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
271,Arable (non-irrigated),3395804.362,2204802.663,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
272,Arable (non-irrigated),3180847.656,2230516.618,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
273,Arable (non-irrigated),3899888.615,2823523.674,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
274,Arable (irrigated),3397591.235,2194225.893,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
275,Woodland,3374262.171,1993637.729,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
276,"Natural grasslands, heath and scrub",3235390.317,2246177.688,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
277,Arable (non-irrigated),3225262.111,1728498.009,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
278,Arable (irrigated),3390885.586,2175780.888,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
279,"Natural grasslands, heath and scrub",3394294.628,2208148.642,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
280,"Natural grasslands, heath and scrub",3380318.641,2007079.167,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
281,"Rocks, bare ground & permanent snow",3238598.786,2250558.108,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
282,Woodland,3386208.027,2176034.527,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
283,Rice fields,3387724.033,2182446.864,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
284,Woodland,3413336.756,2223352.295,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
285,Arable (non-irrigated),3373133.442,1992151.741,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
286,Arable (non-irrigated),3225940.757,1728540.6,C4A6CF1F,0,male,adult,migrant,france,1,winter,fs
287,Arable (non-irrigated),3161185.521,2265322.983,X2FC16811,1,female,adult,migrant,france,1,winter,fs
288,Arable (non-irrigated),3159855.155,2264825.263,X2FC16811,1,female,adult,migrant,france,1,winter,fs
289,Arable (non-irrigated),3159532.56,2264796.603,X2FC16811,1,female,adult,migrant,france,1,winter,fs
290,Arable (non-irrigated),3159182.269,2265694.163,X2FC16811,1,female,adult,migrant,france,1,winter,fs
291,Arable (non-irrigated),3158787.41,2264419.681,X2FC16811,1,female,adult,migrant,france,1,winter,fs
292,Arable (non-irrigated),3162152.4,2261928.677,X2FC16811,1,female,adult,migrant,france,1,winter,fs
293,Arable (non-irrigated),3160104.973,2265715.1,X2FC16811,1,female,adult,migrant,france,1,winter,fs
294,Arable (non-irrigated),3159345.216,2265600.252,X2FC16811,1,female,adult,migrant,france,1,winter,fs
295,Arable (non-irrigated),3158424.785,2264597.046,X2FC16811,1,female,adult,migrant,france,1,winter,fs
296,Arable (non-irrigated),3158830.731,2264734.165,X2FC16811,1,female,adult,migrant,france,1,winter,fs
297,Arable (non-irrigated),3162115.877,2263406.066,X2FC16811,1,female,adult,migrant,france,1,winter,fs
298,Arable (non-irrigated),3161775.821,2265134.104,X2FC16811,1,female,adult,migrant,france,1,winter,fs
299,Arable (non-irrigated),3162584.107,2263541.521,X2FC16811,1,female,adult,migrant,france,1,winter,fs
300,Arable (non-irrigated),3159956.736,2265036.702,X2FC16811,1,female,adult,migrant,france,1,winter,fs
301,Arable (non-irrigated),3161146.01,2263167.244,X2FC16811,1,female,adult,migrant,france,1,winter,fs
302,Arable (non-irrigated),3161675.187,2265139.77,X2FC16811,1,female,adult,migrant,france,1,winter,fs
303,Arable (non-irrigated),3158782.538,2265270.336,X2FC16811,1,female,adult,migrant,france,1,winter,fs
304,Arable (non-irrigated),3158499.753,2265261.973,X2FC16811,1,female,adult,migrant,france,1,winter,fs
305,Arable (non-irrigated),3157814.355,2265056.966,X2FC16811,1,female,adult,migrant,france,1,winter,fs
306,Arable (non-irrigated),3159853.174,2264806.242,X2FC16811,1,female,adult,migrant,france,1,winter,fs
307,Arable (non-irrigated),3157933.595,2265163.675,X2FC16811,1,female,adult,migrant,france,1,winter,fs
308,Arable (non-irrigated),3159903.287,2263173.382,X2FC16811,1,female,adult,migrant,france,1,winter,fs
309,Arable (non-irrigated),3160706.022,2265539.877,X2FC16811,1,female,adult,migrant,france,1,winter,fs
310,Arable (non-irrigated),3158354.214,2264199.826,X2FC16811,1,female,adult,migrant,france,1,winter,fs
311,Arable (non-irrigated),3158966.138,2264979.049,X2FC16811,1,female,adult,migrant,france,1,winter,fs
312,Arable (non-irrigated),3160827.084,2265837.809,X2FC16811,1,female,adult,migrant,france,1,winter,fs
313,Arable (non-irrigated),3158180.064,2265359.386,X2FC16811,1,female,adult,migrant,france,1,winter,fs
314,Arable (non-irrigated),3159962.948,2264812.741,X2FC16811,1,female,adult,migrant,france,1,winter,fs
315,Arable (non-irrigated),3159337.936,2265598.448,X2FC16811,1,female,adult,migrant,france,1,winter,fs
316,Arable (non-irrigated),3157938.785,2265138.013,X2FC16811,1,female,adult,migrant,france,1,winter,fs
317,Arable (non-irrigated),3158917.738,2264761.39,X2FC16811,1,female,adult,migrant,france,1,winter,fs
318,Arable (non-irrigated),3159140.063,2265503.565,X2FC16811,1,female,adult,migrant,france,1,winter,fs
319,Arable (non-irrigated),3160009.91,2264504.514,X2FC16811,1,female,adult,migrant,france,1,winter,fs
320,Arable (non-irrigated),3159207.779,2265469.312,X2FC16811,1,female,adult,migrant,france,1,winter,fs
321,Arable (non-irrigated),3158592.459,2264937.248,X2FC16811,1,female,adult,migrant,france,1,winter,fs
322,Arable (non-irrigated),3160611.116,2265805.473,X2FC16811,1,female,adult,migrant,france,1,winter,fs
323,Arable (non-irrigated),3161685.472,2263751.691,X2FC16811,1,female,adult,migrant,france,1,winter,fs
324,Arable (non-irrigated),3159080.039,2264334.272,X2FC16811,1,female,adult,migrant,france,1,winter,fs
325,Arable (non-irrigated),3158129.145,2265190.426,X2FC16811,1,female,adult,migrant,france,1,winter,fs
326,Arable (non-irrigated),3159001.112,2263921.14,X2FC16811,1,female,adult,migrant,france,1,winter,fs
327,Arable (non-irrigated),3158442.376,2264813.634,X2FC16811,1,female,adult,migrant,france,1,winter,fs
328,Arable (non-irrigated),3157810.365,2265355.665,X2FC16811,1,female,adult,migrant,france,1,winter,fs
329,Arable (non-irrigated),3157660.507,2265538.831,X2FC16811,1,female,adult,migrant,france,1,winter,fs
330,Arable (non-irrigated),3159006.707,2264862.433,X2FC16811,1,female,adult,migrant,france,1,winter,fs
331,Arable (non-irrigated),3159982.941,2263787.299,X2FC16811,1,female,adult,migrant,france,1,winter,fs
332,Arable (non-irrigated),3158218.866,2265154.589,X2FC16811,1,female,adult,migrant,france,1,winter,fs
333,Arable (non-irrigated),3159677.268,2263877.786,X2FC16811,1,female,adult,migrant,france,1,winter,fs
334,Arable (non-irrigated),3161473.627,2262414.15,X2FC16811,1,female,adult,migrant,france,1,winter,fs
335,Arable (non-irrigated),3156403.07,2262353.254,X2FC16811,1,female,adult,migrant,france,1,winter,fs
336,Arable (non-irrigated),3158762.957,2265301.206,X2FC16811,1,female,adult,migrant,france,1,winter,fs
337,Arable (non-irrigated),3160030.739,2265092.79,X2FC16811,1,female,adult,migrant,france,1,winter,fs
338,Arable (non-irrigated),3158321.555,2264697.988,X2FC16811,1,female,adult,migrant,france,1,winter,fs
339,Arable (non-irrigated),3158570.421,2265573.492,X2FC16811,1,female,adult,migrant,france,1,winter,fs
340,Arable (non-irrigated),3159542.26,2264851.242,X2FC16811,1,female,adult,migrant,france,1,winter,fs
341,Arable (non-irrigated),3160147.706,2264865.144,X2FC16811,1,female,adult,migrant,france,1,winter,fs
342,Arable (non-irrigated),3161735.813,2263823.615,X2FC16811,1,female,adult,migrant,france,1,winter,fs
343,Arable (non-irrigated),3162112.611,2262191.792,X2FC16811,1,female,adult,migrant,france,1,winter,fs
344,Arable (non-irrigated),3158018.499,2262764.878,X2FC16811,1,female,adult,migrant,france,1,winter,fs
345,Arable (non-irrigated),3161606.318,2264758.996,X2FC16811,1,female,adult,migrant,france,1,winter,fs
346,Arable (non-irrigated),3158089.682,2264466.895,X2FC16811,1,female,adult,migrant,france,1,winter,fs
347,Arable (non-irrigated),3162388.53,2262129.532,X2FC16811,1,female,adult,migrant,france,1,winter,fs
348,Arable (non-irrigated),3159962.318,2264777.834,X2FC16811,1,female,adult,migrant,france,1,winter,fs
349,Inland marshes and bogs,3355464.437,2057478.882,BFC36811,1,female,adult,migrant,france,1,winter,fs
350,Arable (non-irrigated),3357016.666,2058728.114,BFC36811,1,female,adult,migrant,france,1,winter,fs
351,Arable (non-irrigated),3356604.648,2056925.742,BFC36811,1,female,adult,migrant,france,1,winter,fs
352,Arable (non-irrigated),3356796.394,2058069.554,BFC36811,1,female,adult,migrant,france,1,winter,fs
353,Arable (non-irrigated),3355059.227,2057416.754,BFC36811,1,female,adult,migrant,france,1,winter,fs
354,Arable (non-irrigated),3355076.453,2058469.469,BFC36811,1,female,adult,migrant,france,1,winter,fs
355,Inland marshes and bogs,3355417.527,2057468.699,BFC36811,1,female,adult,migrant,france,1,winter,fs
356,Inland marshes and bogs,3354866.029,2056638.715,BFC36811,1,female,adult,migrant,france,1,winter,fs
357,Arable (non-irrigated),3356600.666,2058142.961,BFC36811,1,female,adult,migrant,france,1,winter,fs
358,Arable (non-irrigated),3360298.891,2058640.56,BFC36811,1,female,adult,migrant,france,1,winter,fs
359,Arable (non-irrigated),3355100.531,2058863.067,BFC36811,1,female,adult,migrant,france,1,winter,fs
360,Arable (non-irrigated),3355011.547,2057785.297,BFC36811,1,female,adult,migrant,france,1,winter,fs
361,Inland marshes and bogs,3354787.096,2055996.086,BFC36811,1,female,adult,migrant,france,1,winter,fs
362,Arable (non-irrigated),3354894.244,2056940.56,BFC36811,1,female,adult,migrant,france,1,winter,fs
363,Inland marshes and bogs,3355541.908,2057190.729,BFC36811,1,female,adult,migrant,france,1,winter,fs
364,Inland marshes and bogs,3355165.91,2056183.413,BFC36811,1,female,adult,migrant,france,1,winter,fs
365,Inland marshes and bogs,3355766.663,2056281.368,BFC36811,1,female,adult,migrant,france,1,winter,fs
366,Inland marshes and bogs,3355200.374,2057106.526,BFC36811,1,female,adult,migrant,france,1,winter,fs
367,Arable (non-irrigated),3357436.668,2058329.227,BFC36811,1,female,adult,migrant,france,1,winter,fs
368,Arable (non-irrigated),3356028.232,2057891.28,BFC36811,1,female,adult,migrant,france,1,winter,fs
369,Inland marshes and bogs,3355329.154,2057456.65,BFC36811,1,female,adult,migrant,france,1,winter,fs
370,Arable (non-irrigated),3354972.74,2057751.843,BFC36811,1,female,adult,migrant,france,1,winter,fs
371,Arable (non-irrigated),3355159.904,2057819.713,BFC36811,1,female,adult,migrant,france,1,winter,fs
372,Inland water,3353819.837,2058102.278,BFC36811,1,female,adult,migrant,france,1,winter,fs
373,Arable (non-irrigated),3354718.025,2056940.656,BFC36811,1,female,adult,migrant,france,1,winter,fs
374,Arable (non-irrigated),3354928.57,2057023.045,BFC36811,1,female,adult,migrant,france,1,winter,fs
375,Inland marshes and bogs,3354077.249,2057315.852,BFC36811,1,female,adult,migrant,france,1,winter,fs
376,Inland marshes and bogs,3355225.888,2056762.104,BFC36811,1,female,adult,migrant,france,1,winter,fs
377,Arable (non-irrigated),3355085.652,2058049.686,BFC36811,1,female,adult,migrant,france,1,winter,fs
378,Inland marshes and bogs,3354932.605,2057122.5,BFC36811,1,female,adult,migrant,france,1,winter,fs
379,Inland water,3354790.25,2058384.297,BFC36811,1,female,adult,migrant,france,1,winter,fs
380,Arable (non-irrigated),3354934.692,2058471.762,BFC36811,1,female,adult,migrant,france,1,winter,fs
381,Inland water,3351877.852,2060423.636,BFC36811,1,female,adult,migrant,france,1,winter,fs
382,Inland water,3354545.345,2058562.568,BFC36811,1,female,adult,migrant,france,1,winter,fs
383,Inland marshes and bogs,3354875.069,2056895.139,BFC36811,1,female,adult,migrant,france,1,winter,fs
384,Arable (non-irrigated),3354911.632,2057640.593,BFC36811,1,female,adult,migrant,france,1,winter,fs
385,Inland marshes and bogs,3355316.416,2056212.648,BFC36811,1,female,adult,migrant,france,1,winter,fs
386,Arable (non-irrigated),3355317.809,2057770.342,BFC36811,1,female,adult,migrant,france,1,winter,fs
387,Arable (non-irrigated),3355334.605,2057697.763,BFC36811,1,female,adult,migrant,france,1,winter,fs
388,Inland marshes and bogs,3353976.337,2057315.824,BFC36811,1,female,adult,migrant,france,1,winter,fs
389,Arable (non-irrigated),3354905.615,2057355.14,BFC36811,1,female,adult,migrant,france,1,winter,fs
390,Arable (non-irrigated),3355097.675,2057680.261,BFC36811,1,female,adult,migrant,france,1,winter,fs
391,Arable (non-irrigated),3405774.842,2202019.897,X2FC16811,0,female,adult,migrant,france,1,winter,fs
392,Arable (non-irrigated),3256546.944,2255474.953,X2FC16811,0,female,adult,migrant,france,1,winter,fs
393,Arable (irrigated),3395652.716,2168549.571,X2FC16811,0,female,adult,migrant,france,1,winter,fs
394,Arable (non-irrigated),3218849.827,1728338.783,X2FC16811,0,female,adult,migrant,france,1,winter,fs
395,Arable (non-irrigated),3396115.991,2019712.988,X2FC16811,0,female,adult,migrant,france,1,winter,fs
396,Woodland,3382403.822,2174262.611,X2FC16811,0,female,adult,migrant,france,1,winter,fs
397,Arable (non-irrigated),3227565.059,1725437.614,X2FC16811,0,female,adult,migrant,france,1,winter,fs
398,Arable (non-irrigated),3389965.2,2019501.532,X2FC16811,0,female,adult,migrant,france,1,winter,fs
399,Arable (irrigated),3392120.239,2164625.16,X2FC16811,0,female,adult,migrant,france,1,winter,fs
400,Arable (irrigated),3397869.909,2185788.61,X2FC16811,0,female,adult,migrant,france,1,winter,fs
401,Arable (non-irrigated),3189793.165,2227679.072,X2FC16811,0,female,adult,migrant,france,1,winter,fs
402,Arable (irrigated),3396672.718,2194464.393,X2FC16811,0,female,adult,migrant,france,1,winter,fs
403,Arable (non-irrigated),3378077.225,2008986.553,X2FC16811,0,female,adult,migrant,france,1,winter,fs
404,Arable (non-irrigated),3378971.392,2002839.974,X2FC16811,0,female,adult,migrant,france,1,winter,fs
405,Urban,3371621.993,1990059.125,X2FC16811,0,female,adult,migrant,france,1,winter,fs
406,Agriculture/natural vegetation,3394528.227,2034911.235,X2FC16811,0,female,adult,migrant,france,1,winter,fs
407,Arable (irrigated),3390708.018,2200463.405,X2FC16811,0,female,adult,migrant,france,1,winter,fs
408,"Natural grasslands, heath and scrub",3412403.642,2209332.103,X2FC16811,0,female,adult,migrant,france,1,winter,fs
409,Arable (irrigated),3399281.582,2189867.551,X2FC16811,0,female,adult,migrant,france,1,winter,fs
410,"Natural grasslands, heath and scrub",3411836.504,2222090.417,X2FC16811,0,female,adult,migrant,france,1,winter,fs
411,"Natural grasslands, heath and scrub",3407278.449,2199735.121,X2FC16811,0,female,adult,migrant,france,1,winter,fs
412,Arable (non-irrigated),3186940.617,2232621.147,X2FC16811,0,female,adult,migrant,france,1,winter,fs
413,"Natural grasslands, heath and scrub",3372216.718,2001094.862,X2FC16811,0,female,adult,migrant,france,1,winter,fs
414,Arable (non-irrigated),3297907.341,2174120.149,X2FC16811,0,female,adult,migrant,france,1,winter,fs
415,"Natural grasslands, heath and scrub",3421125.728,2223109.516,X2FC16811,0,female,adult,migrant,france,1,winter,fs
416,Permanent grasslands,3896935.244,2806646.675,X2FC16811,0,female,adult,migrant,france,1,winter,fs
417,Arable (non-irrigated),3391770.428,2033334.768,X2FC16811,0,female,adult,migrant,france,1,winter,fs
418,Arable (non-irrigated),3387090.792,2009972.332,X2FC16811,0,female,adult,migrant,france,1,winter,fs
419,Arable (irrigated),3395464.524,2170569.513,X2FC16811,0,female,adult,migrant,france,1,winter,fs
420,Woodland,3408771.615,2217397.413,X2FC16811,0,female,adult,migrant,france,1,winter,fs
421,"Natural grasslands, heath and scrub",3220238.788,1730479.022,X2FC16811,0,female,adult,migrant,france,1,winter,fs
422,Arable (non-irrigated),2869197.27,1712164.14,X2FC16811,0,female,adult,migrant,france,1,winter,fs
423,Woodland,3420078.807,2224733.664,X2FC16811,0,female,adult,migrant,france,1,winter,fs
424,"Natural grasslands, heath and scrub",3394995.54,2030270.66,X2FC16811,0,female,adult,migrant,france,1,winter,fs
425,Woodland,3423808.916,2228519.078,X2FC16811,0,female,adult,migrant,france,1,winter,fs
426,Arable (non-irrigated),3384745.472,2022065.233,X2FC16811,0,female,adult,migrant,france,1,winter,fs
427,Arable (non-irrigated),3393350.073,2020161.831,X2FC16811,0,female,adult,migrant,france,1,winter,fs
428,Arable (non-irrigated),3356167.894,2058726.25,X2FC16811,0,female,adult,migrant,france,1,winter,fs
429,"Natural grasslands, heath and scrub",3400642.096,2206253.408,X2FC16811,0,female,adult,migrant,france,1,winter,fs
430,Rice fields,3387091.357,2186418.936,X2FC16811,0,female,adult,migrant,france,1,winter,fs
431,Arable (irrigated),3389028.671,2189916.222,X2FC16811,0,female,adult,migrant,france,1,winter,fs
432,"Natural grasslands, heath and scrub",3389541.701,2008155.948,X2FC16811,0,female,adult,migrant,france,1,winter,fs
433,Arable (irrigated),3394470.905,2184820.197,X2FC16811,0,female,adult,migrant,france,1,winter,fs
434,"Natural grasslands, heath and scrub",3381887.933,2172394.31,X2FC16811,0,female,adult,migrant,france,1,winter,fs
435,"Natural grasslands, heath and scrub",3401529.845,2207979.195,X2FC16811,0,female,adult,migrant,france,1,winter,fs
436,"Natural grasslands, heath and scrub",3384278.055,2026880.047,X2FC16811,0,female,adult,migrant,france,1,winter,fs
437,Complex cultivation patterns,3905586.671,2820890.567,X2FC16811,0,female,adult,migrant,france,1,winter,fs
438,Arable (non-irrigated),3405644.075,2185280.201,X2FC16811,0,female,adult,migrant,france,1,winter,fs
439,Agriculture/natural vegetation,3404835.473,2205108.531,X2FC16811,0,female,adult,migrant,france,1,winter,fs
440,Arable (irrigated),3389621.066,2168285.598,X2FC16811,0,female,adult,migrant,france,1,winter,fs
